"Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","Resultado_T_V_M_L","Resultado_T_T_L"
1503960366,2016-04-09,12432,8.10000038146973,8.10000038146973,0,2.58999991416931,0.589999973773956,4.92000007629395,0,32,15,248,738,1883,4.17232513427734e-07,0
1503960366,2016-04-10,10057,6.98000001907349,6.98000001907349,0,4,0.490000009536743,2.48000001907349,0,44,13,168,737,1755,0.00999999046325684,0
1503960366,2016-04-11,10990,7.26000022888184,7.26000022888184,0,2.03999996185303,0.569999992847443,4.65000009536743,0,26,14,216,855,1811,1.78813936990707e-07,0
1503960366,2016-04-12,224,0.140000000596046,0.140000000596046,0,0,0,0.129999995231628,0,0,0,9,32,50,0.010000005364418,0
1624580081,2016-03-26,815,0.529999971389771,0.529999971389771,0,0,0,0.529999971389771,0,0,0,47,1393,1264,0,0
1624580081,2016-03-27,1985,1.28999996185303,1.28999996185303,0,0,0,1.27999997138977,0.00999999977648258,0,0,112,1328,1350,0.00999999046325994,0
1624580081,2016-03-28,1905,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,95,1345,1342,0,0
1624580081,2016-03-29,1552,1.00999999046326,1.00999999046326,0,0,0,1,0,0,0,66,1374,1300,0.00999999046325994,0
1624580081,2016-03-30,1675,1.0900000333786,1.0900000333786,0,0,0,1.0900000333786,0,0,0,84,1356,1313,0,0
1624580081,2016-03-31,4506,2.9300000667572,2.9300000667572,0,0.509999990463257,0.270000010728836,2.15000009536743,0.00999999977648258,7,4,144,1285,1498,-2.98023228317845e-08,0
1624580081,2016-04-01,9218,5.98999977111816,5.98999977111816,0,0,0,5.96999979019165,0.00999999977648258,0,0,221,1219,1541,0.0199999809265092,0
1624580081,2016-04-02,1556,1.00999999046326,1.00999999046326,0,0,0,1.00999999046326,0.00999999977648258,0,0,88,1352,1327,0,0
1624580081,2016-04-03,2910,1.88999998569489,1.88999998569489,0,0,0,1.87999999523163,0.00999999977648258,0,0,157,1283,1452,0.00999999046325994,0
1624580081,2016-04-04,18464,12,12,0,0,0,12,0,0,0,270,1170,1574,0,0
1624580081,2016-04-05,1335,0.870000004768372,0.870000004768372,0,0,0,0.870000004768372,0,0,0,74,1366,1308,0,0
1624580081,2016-04-06,1004,0.649999976158142,0.649999976158142,0,0,0,0.649999976158142,0,0,0,55,1385,1276,0,0
1624580081,2016-04-07,1111,0.720000028610229,0.720000028610229,0,0,0,0.720000028610229,0,0,0,54,1386,1278,0,0
1624580081,2016-04-08,6344,4.11999988555908,4.11999988555908,0,0,0,4.09999990463257,0,0,0,143,1297,1409,0.0199999809265101,0
1624580081,2016-04-10,3910,2.53999996185303,2.53999996185303,0,0.469999998807907,0.25,1.80999994277954,0.00999999977648258,7,7,186,1240,1555,0.0100000202655832,0
1624580081,2016-04-11,10000,6.5,6.5,0,0,0,6.5,0,0,0,172,1268,1469,0,0
1624580081,2016-04-12,6627,4.30999994277954,4.30999994277954,0,0,0,4.30999994277954,0,0,0,89,604,706,0,0
1644430081,2016-04-02,20237,14.710000038147,14.710000038147,0,2.5699999332428,6.40000009536743,5.73000001907349,0.00999999977648258,34,141,347,918,4029,0.00999999046327993,0
1644430081,2016-04-03,12912,9.40999984741211,9.40999984741211,0,4.82999992370605,0.769999980926514,3.78999996185303,0.0299999993294477,59,16,283,1082,3436,0.0199999809265154,0
1644430081,2016-04-04,2819,2.04999995231628,2.04999995231628,0,0.310000002384186,0.170000001788139,1.55999994277954,0.00999999977648258,4,4,87,1345,2444,0.0100000053644154,0
1644430081,2016-04-05,9921,7.21000003814697,7.21000003814697,0,0.340000003576279,1.51999998092651,5.3600001335144,0,5,35,219,1181,3098,-0.0100000798702187,0
1644430081,2016-04-06,8046,5.84999990463257,5.84999990463257,0,1.28999996185303,2.11999988555908,2.45000004768372,0,18,41,137,1244,2925,-0.0099999904632595,0
1644430081,2016-04-07,11166,8.11999988555908,8.11999988555908,0,0.209999993443489,2.41000008583069,5.5,0,3,58,230,1149,3202,-1.93715099072733e-07,0
1644430081,2016-04-08,7842,5.69999980926514,5.69999980926514,0,0.479999989271164,2.41000008583069,2.80999994277954,0,7,43,161,1229,2928,-2.08616253161154e-07,0
1644430081,2016-04-09,13840,10.0600004196167,10.0600004196167,0,1.30999994277954,3.72000002861023,5.03000020980835,0,18,81,192,1149,3290,2.38418579101562e-07,0
1644430081,2016-04-10,1329,0.970000028610229,0.970000028610229,0,0,0,0.970000028610229,0,0,0,35,207,489,0,0
1844505072,2016-04-01,6847,4.53000020980835,4.53000020980835,0,0.610000014305115,0.370000004768372,3.54999995231628,0,9,9,251,1171,1969,2.38418582654276e-07,0
1844505072,2016-04-02,5367,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,263,1177,1889,0,0
1844505072,2016-04-03,2841,1.87999999523163,1.87999999523163,0,0,0,1.87999999523163,0,0,0,136,1114,1636,0,0
1844505072,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,669,1347,0,0
1844505072,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,0
1844505072,2016-04-06,7,0,0,0,0,0,0,0,0,0,1,1439,1349,0,0
1844505072,2016-04-07,6344,4.19000005722046,4.19000005722046,0,0,0,4.19000005722046,0,0,0,290,1150,1965,0,0
1844505072,2016-04-08,5316,3.50999999046326,3.50999999046326,0,0,0,3.50999999046326,0,0,0,221,1219,1824,0,0
1844505072,2016-04-09,4979,3.28999996185303,3.28999996185303,0,0,0,3.28999996185303,0,0,0,184,620,1807,0,0
1844505072,2016-04-10,6556,4.34000015258789,4.34000015258789,0,0,0,4.32999992370605,0,0,0,305,810,1971,0.0100002288818395,0
1844505072,2016-04-11,5430,3.58999991416931,3.58999991416931,0,0,0,3.58999991416931,0,0,0,251,1189,1888,0,0
1844505072,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,426,399,0,0
1927972279,2016-04-01,4317,2.99000000953674,2.99000000953674,0,0,0.370000004768372,2.61999988555908,0,0,11,192,854,2590,1.19209288218514e-07,0
1927972279,2016-04-02,5662,3.92000007629395,3.92000007629395,0,0,0,3.92000007629395,0,0,0,267,858,2783,0,0
1927972279,2016-04-03,3198,2.21000003814697,2.21000003814697,0,0,0,2.21000003814697,0,0,0,146,1183,2449,0,0
1927972279,2016-04-04,2352,1.62999999523163,1.62999999523163,0,0,0,1.62999999523163,0,0,0,128,829,2380,0,0
1927972279,2016-04-05,2234,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,108,912,2344,0,0
1927972279,2016-04-06,1259,0.870000004768372,0.870000004768372,0,0,0,0.870000004768372,0,0,0,73,938,2202,0,0
1927972279,2016-04-07,768,0.529999971389771,0.529999971389771,0,0,0,0.529999971389771,0,0,0,43,1397,2130,0,0
1927972279,2016-04-08,519,0.360000014305115,0.360000014305115,0,0,0,0.360000014305115,0,0,0,34,1406,2088,0,0
1927972279,2016-04-09,2523,1.75,1.75,0,0,0.370000004768372,1.37999999523163,0,0,9,134,1250,2443,-1.99840144432528e-15,0
1927972279,2016-04-10,2105,1.46000003814697,1.46000003814697,0,0,0,1.46000003814697,0,0,0,139,805,2442,0,0
1927972279,2016-04-11,1209,0.839999973773956,0.839999973773956,0,0,0,0.839999973773956,0,0,0,73,842,2255,0,0
1927972279,2016-04-12,24,0.0199999995529652,0.0199999995529652,0,0,0,0.0199999995529652,0,0,0,3,161,942,0,0
2022484408,2016-04-01,13603,9.60000038146973,9.60000038146973,0,5.46000003814697,0.629999995231628,3.50999999046326,0,72,16,213,1139,2645,3.57627872205057e-07,0
2022484408,2016-04-02,5477,3.83999991416931,3.83999991416931,0,0,0,3.83999991416931,0,0,0,237,1203,2040,0,0
2022484408,2016-04-03,11144,7.82000017166138,7.82000017166138,0,1.78999996185303,0.889999985694885,5.1399998664856,0,25,22,279,1114,2395,3.57627864211452e-07,0
2022484408,2016-04-04,15313,11,11,0,5.01999998092651,1.28999996185303,4.69000005722046,0,62,19,233,1126,2581,0,0
2022484408,2016-04-05,10805,7.59000015258789,7.59000015258789,0,0.720000028610229,0.980000019073486,5.8899998664856,0,36,37,298,1069,2735,2.3841857466067e-07,0
2022484408,2016-04-06,15392,10.9300003051758,10.9300003051758,0,3.4300000667572,1.75,5.75,0,47,42,258,1093,2733,2.38418600417845e-07,0
2022484408,2016-04-07,18247,13.8299999237061,13.8299999237061,0,7.1100001335144,2.21000003814697,4.51000022888184,0,72,62,252,1054,3021,-4.76837108465133e-07,0
2022484408,2016-04-08,13023,9.26000022888184,9.26000022888184,0,3.23000001907349,0.560000002384186,5.46999979019165,0,40,12,296,1092,2577,4.17232513427734e-07,0
2022484408,2016-04-09,16267,12.5900001525879,12.5900001525879,0,5.75,0.469999998807907,6.36999988555908,0,44,16,302,1078,2811,2.68220912147399e-07,0
2022484408,2016-04-10,10005,7.01999998092651,7.01999998092651,0,0.0799999982118607,1.04999995231628,5.90000009536743,0,1,23,339,1077,2458,-0.0100000649690601,0
2022484408,2016-04-11,10106,7.09000015258789,7.09000015258789,0,1.21000003814697,0.560000002384186,5.32999992370605,0,41,16,272,1111,2568,-0.00999981164931629,0
2022484408,2016-04-12,6717,4.71999979019165,4.71999979019165,0,3.23000001907349,0.219999998807907,1.26999998092651,0,41,5,67,551,1140,-2.08616256713867e-07,0
2026352035,2016-04-01,2605,1.62000000476837,1.62000000476837,0,0,0,1.62000000476837,0,0,0,166,729,1407,0,0
2026352035,2016-04-02,1229,0.759999990463257,0.759999990463257,0,0,0,0.759999990463257,0,0,0,69,795,1237,0,0
2026352035,2016-04-03,2308,1.42999994754791,1.42999994754791,0,0,0,1.42999994754791,0,0,0,115,720,1330,0,0
2026352035,2016-04-04,6679,4.1399998664856,4.1399998664856,0,0,0,4.1399998664856,0,0,0,263,644,1583,0,0
2026352035,2016-04-05,5645,3.5,3.5,0,0,0,3.5,0,0,0,248,621,1538,0,0
2026352035,2016-04-06,3180,1.97000002861023,1.97000002861023,0,0,0,1.97000002861023,0,0,0,185,738,1421,0,0
2026352035,2016-04-07,2767,1.72000002861023,1.72000002861023,0,0,0,1.72000002861023,0,0,0,170,673,1392,0,0
2026352035,2016-04-08,3762,2.32999992370605,2.32999992370605,0,0,0,2.32999992370605,0,0,0,173,719,1425,0,0
2026352035,2016-04-09,3098,1.91999995708466,1.91999995708466,0,0,0,1.91999995708466,0,0,0,185,700,1413,0,0
2026352035,2016-04-10,5142,3.19000005722046,3.19000005722046,0,0,0,3.19000005722046,0,0,0,230,654,1515,0,0
2026352035,2016-04-11,3279,2.02999997138977,2.02999997138977,0,0,0,2.02999997138977,0,0,0,164,694,1405,0,0
2026352035,2016-04-12,1019,0.629999995231628,0.629999995231628,0,0,0,0.629999995231628,0,0,0,64,223,600,0,0
2320127002,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,1440,1324,0,0
2320127002,2016-04-02,0,0,0,0,0,0,0,0,0,0,0,1440,1324,0,0
2320127002,2016-04-03,0,0,0,0,0,0,0,0,0,0,0,1440,1324,0,0
2320127002,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1324,0,0
2320127002,2016-04-05,4931,3.3199999332428,3.3199999332428,0,0,0,3.3199999332428,0,0,0,175,1265,1708,0,0
2320127002,2016-04-06,6999,4.71999979019165,4.71999979019165,0,0,0,4.71999979019165,0,0,0,320,1120,1950,0,0
2320127002,2016-04-07,1846,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,93,1347,1508,0,0
2320127002,2016-04-08,3417,2.29999995231628,2.29999995231628,0,0,0,2.29999995231628,0,0,0,153,1287,1625,0,0
2320127002,2016-04-09,4863,3.27999997138977,3.27999997138977,0,0.0599999986588955,0.419999986886978,2.79999995231628,0,1,11,208,1220,1772,3.35276162388709e-08,0
2320127002,2016-04-10,2277,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,103,1337,1530,0,0
2320127002,2016-04-11,11230,7.67000007629395,7.67000007629395,0,0.889999985694885,0.119999997317791,6.65999984741211,0,10,2,390,1038,2206,2.458691632512e-07,0
2320127002,2016-04-12,2098,1.4099999666214,1.4099999666214,0,0,0,1.4099999666214,0,0,0,69,617,790,0,0
2347167796,2016-03-29,10272,6.78999996185303,6.78999996185303,0,0.159999996423721,3.11999988555908,3.5,0,2,58,208,700,2041,0.0100000798702293,0
2347167796,2016-03-30,10533,7.09999990463257,7.09999990463257,0,1.76999998092651,2.05999994277954,3.26999998092651,0,21,35,255,615,2187,9.76996261670138e-15,0
2347167796,2016-03-31,6760,4.46999979019165,4.46999979019165,0,0,0,4.46999979019165,0,0,0,250,613,1929,0,0
2347167796,2016-04-01,8328,5.51000022888184,5.51000022888184,0,0,2,3.5,0,0,33,212,804,1935,0.0100002288818404,0
2347167796,2016-04-02,15459,10.2200002670288,10.2200002670288,0,3.58999991416931,0.810000002384186,5.82000017166138,0,51,16,327,583,2438,1.78813923668031e-07,0
2347167796,2016-04-03,7485,4.94999980926514,4.94999980926514,0,0,0,4.94999980926514,0,0,0,324,491,2035,0,0
2347167796,2016-04-04,10254,6.80000019073486,6.80000019073486,0,1.41999995708466,1.23000001907349,4.15999984741211,0,21,25,231,638,2099,-0.00999963283540062,0
2347167796,2016-04-05,10114,6.82000017166138,6.82000017166138,0,1.63999998569489,0.479999989271164,4.67999982833862,0,18,9,269,696,2096,0.0200003683567056,0
2347167796,2016-04-06,11107,7.34000015258789,7.34000015258789,0,0.899999976158142,2.75999999046326,3.6800000667572,0,14,46,196,759,2058,1.19209287774424e-07,0
2347167796,2016-04-07,10320,6.84999990463257,6.84999990463257,0,0.680000007152557,1.23000001907349,4.94000005722046,0,15,32,315,1002,2338,-1.78813936990707e-07,0
2347167796,2016-04-08,10209,6.75,6.75,0,0.159999996423721,0.349999994039536,6.23000001907349,0,2,6,316,711,2104,0.00999999046325328,0
2347167796,2016-04-09,16081,10.6300001144409,10.6300001144409,0,1.25,1.82000005245209,7.55999994277954,0,16,32,401,970,2488,1.19209270010856e-07,0
2347167796,2016-04-10,10078,6.82999992370605,6.82999992370605,0,1.01999998092651,0.119999997317791,5.69000005722046,0,12,3,303,463,2164,-1.11758710730214e-07,0
2347167796,2016-04-11,10001,6.6100001335144,6.6100001335144,0,0.330000013113022,2.9300000667572,3.35999989509583,0,5,52,196,788,2009,-0.009999841451652,0
2347167796,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,425,399,0,0
2873212765,2016-04-01,890,0.600000023841858,0.600000023841858,0,0,0,0.600000023841858,0,0,0,41,1399,1335,0,0
2873212765,2016-04-02,2214,1.49000000953674,1.49000000953674,0,0,0,1.49000000953674,0,0,0,197,1243,1559,0,0
2873212765,2016-04-03,7640,5.13000011444092,5.13000011444092,0,0.189999997615814,0.800000011920929,4.15000009536743,0,3,15,315,1107,1845,-0.00999999046325328,0
2873212765,2016-04-04,9713,6.53000020980835,6.53000020980835,0,0.340000003576279,0.889999985694885,5.28999996185303,0,6,24,355,1055,2046,0.0100002586841557,0
2873212765,2016-04-05,8432,5.67000007629395,5.67000007629395,0,0,0,5.65000009536743,0.00999999977648258,0,0,374,1066,1953,0.0199999809265199,0
2873212765,2016-04-06,7350,4.94000005722046,4.94000005722046,0,0,0,4.94000005722046,0,0,0,382,1058,1910,0,0
2873212765,2016-04-07,9353,6.30999994277954,6.30999994277954,0,0.370000004768372,0.689999997615814,5.23999977111816,0,5,17,363,1055,2035,0.0100001692771947,0
2873212765,2016-04-08,7157,4.80999994277954,4.80999994277954,0,0,0,4.80999994277954,0,0,0,380,1060,1944,0,0
2873212765,2016-04-09,14103,9.5600004196167,9.5600004196167,0,3.01999998092651,0.409999996423721,6.1399998664856,0.00999999977648258,46,8,288,1098,2257,-0.00999942421913147,0
2873212765,2016-04-10,5290,3.54999995231628,3.54999995231628,0,0.0399999991059303,0.340000003576279,3.17000007629395,0,1,8,251,1180,1724,-1.26659879473578e-07,0
2873212765,2016-04-11,7497,5.03999996185303,5.03999996185303,0,0,0,5.03999996185303,0,0,0,357,882,1741,0,0
2891001357,2016-03-29,0,0,0,0,0,0,0,0,0,0,0,1440,1920,0,0
2891001357,2016-03-30,0,0,0,0,0,0,0,0,0,0,0,1440,1920,0,0
2891001357,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,1440,1920,0,0
2891001357,2016-04-03,0,0,0,0,0,0,0,0,0,0,0,1440,1920,0,0
2891001357,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1920,0,0
3372868164,2016-04-02,7625,5.23000001907349,5.23000001907349,0,1.67999994754791,0.0399999991059303,3.5,0.00999999977648258,24,1,341,1074,2069,0.0100000724196496,0
3372868164,2016-04-03,4706,3.21000003814697,3.21000003814697,0,0,0,3.21000003814697,0,0,0,299,1141,1816,0,0
3372868164,2016-04-04,5861,4.01999998092651,4.01999998092651,0,1.29999995231628,0.219999998807907,2.49000000953674,0.00999999977648258,20,7,233,1180,1878,0.0100000202655828,0
3372868164,2016-04-05,4460,3.03999996185303,3.03999996185303,0,0,0,3.01999998092651,0.0299999993294477,0,0,248,1192,1787,0.0199999809265199,0
3372868164,2016-04-06,6406,4.3899998664856,4.3899998664856,0,0.779999971389771,0.0900000035762787,3.51999998092651,0.00999999977648258,17,4,325,1094,2010,-8.94069591694802e-08,0
3372868164,2016-04-07,7392,5.09999990463257,5.09999990463257,0,0.870000004768372,0.159999996423721,4.05000019073486,0.0199999995529652,14,9,332,1085,2038,0.0199997127056175,0
3372868164,2016-04-08,5551,3.78999996185303,3.78999996185303,0,0,0,3.76999998092651,0.00999999977648258,0,0,282,1158,1815,0.0199999809265199,0
3372868164,2016-04-09,8827,6.25,6.25,0,1.76999998092651,0.479999989271164,4,0.00999999977648258,21,10,346,1063,2062,2.9802325940409e-08,0
3372868164,2016-04-10,4662,3.1800000667572,3.1800000667572,0,1.03999996185303,0.150000005960464,1.99000000953674,0,22,4,152,735,1276,8.94069658308183e-08,0
3977333714,2016-04-01,4499,3.00999999046326,3.00999999046326,0,0,0,3.00999999046326,0,0,0,168,842,1288,0,0
3977333714,2016-04-02,7618,5.09999990463257,5.09999990463257,0,0,0.180000007152557,4.90999984741211,0,0,6,302,842,1490,0.0100000500679025,0
3977333714,2016-04-03,11508,7.69999980926514,7.69999980926514,0,2.17000007629395,0.839999973773956,4.69000005722046,0,29,22,282,748,1630,-2.9802322565331e-07,0
3977333714,2016-04-04,11943,7.98999977111816,7.98999977111816,0,1.02999997138977,2.00999999046326,4.94999980926514,0,16,43,297,710,1648,-1.06581410364015e-14,0
3977333714,2016-04-05,12303,8.22999954223633,8.22999954223633,0,1.71000003814697,1.35000002384186,5.17000007629395,0,26,32,291,605,1649,-5.96046449530263e-07,0
3977333714,2016-04-06,15425,10.3199996948242,10.3199996948242,0,1.62000000476837,1.82000005245209,6.86999988555908,0,24,45,331,614,1783,0.00999975204465819,0
3977333714,2016-04-07,8422,5.63000011444092,5.63000011444092,0,0,3.59999990463257,2.03999996185303,0,0,81,139,815,1431,-0.0099997520446804,0
3977333714,2016-04-08,10226,6.84000015258789,6.84000015258789,0,0,4.44000005722046,2.40000009536743,0,0,101,174,685,1524,0,0
3977333714,2016-04-09,14583,9.76000022888184,9.76000022888184,0,2.48000001907349,1.74000000953674,5.53000020980835,0,35,36,254,697,1697,0.00999999046326039,0
3977333714,2016-04-12,759,0.569999992847443,0.569999992847443,0,0,0,0.569999992847443,0,0,0,17,187,182,0,0
4020332650,2016-03-12,5543,3.97000002861023,3.97000002861023,0,0,0,3.96000003814697,0.00999999977648258,0,0,254,757,2990,0.00999999046325994,0
4020332650,2016-03-29,4152,2.98000001907349,2.98000001907349,0,0,0,2.96000003814697,0,0,0,187,1253,2976,0.0199999809265199,0
4020332650,2016-03-30,5400,3.86999988555908,3.86999988555908,0,0,0,3.84999990463257,0,0,0,258,795,3418,0.0199999809265097,0
4020332650,2016-04-03,6107,4.38000011444092,4.38000011444092,0,0,0,4.3600001335144,0,0,0,265,776,3313,0.0199999809265199,0
4020332650,2016-04-04,6429,4.59999990463257,4.59999990463257,0,0,0.949999988079071,3.65000009536743,0,0,28,193,741,3118,-1.78813930773458e-07,0
4020332650,2016-04-05,6880,4.92999982833862,4.92999982833862,0,0.5,0.759999990463257,3.65000009536743,0,7,19,165,1249,2966,0.0199997425079337,0
4020332650,2016-04-12,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,321,446,0,0
4057192912,2016-03-12,0,0,0,0,0,0,0,0,0,0,0,1440,1777,0,0
4057192912,2016-03-13,0,0,0,0,0,0,0,0,0,0,0,1440,1777,0,0
4057192912,2016-03-14,8433,6.23000001907349,6.23000001907349,0,2.45000004768372,0.330000013113022,3.44000005722046,0,30,7,135,1268,2453,0.0099999010562879,0
4057192912,2016-03-15,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-03-16,2139,1.55999994277954,1.55999994277954,0,0,1.29999995231628,0.259999990463257,0,0,28,15,1397,1935,2.88657986402541e-15,0
4057192912,2016-03-17,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-03-18,949,0.689999997615814,0.689999997615814,0,0,0,0.689999997615814,0,0,0,34,1406,1870,0,0
4057192912,2016-03-19,0,0,0,0,0,0,0,0,0,0,0,1440,1777,0,0
4057192912,2016-03-20,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1782,0,0
4057192912,2016-03-21,2660,1.94000005722046,1.94000005722046,0,0,0,1.94000005722046,0,0,0,46,1394,1978,0,0
4057192912,2016-03-24,7,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1787,0,0
4057192912,2016-03-25,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-03-26,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-03-27,2275,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0,0,0,86,1354,2005,0.0199999809265099,0
4057192912,2016-03-28,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1778,0,0
4057192912,2016-03-29,5137,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,160,1280,2293,0,0
4057192912,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-04-02,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-04-03,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,0
4057192912,2016-04-06,18,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,2,1438,1780,0,0
4057192912,2016-04-07,4,0,0,0,0,0,0,0,0,0,1,1439,1778,0,0
4057192912,2016-04-08,8426,6.15999984741211,6.15999984741211,0,0.129999995231628,5.48999977111816,0.540000021457672,0,2,120,25,1293,2360,5.96046501044611e-08,0
4057192912,2016-04-09,1650,1.21000003814697,1.21000003814697,0,0,0,1.21000003814697,0,0,0,60,1380,1952,0,0
4057192912,2016-04-10,3434,2.50999999046326,2.50999999046326,0,0.0700000002980232,0.300000011920929,2.14000010490417,0,1,7,108,1324,2101,-1.26659862154099e-07,0
4057192912,2016-04-11,6801,4.98000001907349,4.98000001907349,0,0,0,4.96999979019165,0,0,0,193,1247,2393,0.0100002288818395,0
4057192912,2016-04-12,187,0.140000000596046,0.140000000596046,0,0,0,0.140000000596046,0,0,0,11,400,538,0,0
4319703577,2016-03-29,5643,3.78999996185303,3.78999996185303,0,0.230000004172325,0.330000013113022,3.23000001907349,0,3,8,199,683,1958,-7.45058068574167e-08,0
4319703577,2016-03-30,9043,6.07000017166138,6.07000017166138,0,0.25,0.430000007152557,5.36999988555908,0,4,12,244,702,2141,0.020000278949742,0
4319703577,2016-03-31,8144,5.46000003814697,5.46000003814697,0,0.25,0.610000014305115,4.6100001335144,0,4,17,247,1125,2129,-0.0100001096725446,0
4319703577,2016-04-01,9343,6.26999998092651,6.26999998092651,0,0.959999978542328,0.850000023841858,4.46000003814697,0,14,20,268,654,2216,-5.9604645663569e-08,0
4319703577,2016-04-02,8405,5.65999984741211,5.65999984741211,0,1.12999999523163,0.189999997615814,4.34000015258789,0,15,4,257,621,2154,-2.98023222988775e-07,0
4319703577,2016-04-03,8223,5.51999998092651,5.51999998092651,0,0.800000011920929,1.50999999046326,3.21000003814697,0,12,37,257,551,2178,-5.96046483281043e-08,0
4319703577,2016-04-04,10067,6.76000022888184,6.76000022888184,0,0.360000014305115,1.41999995708466,4.96999979019165,0,5,39,313,578,2308,0.010000467300415,0
4319703577,2016-04-05,8359,5.63000011444092,5.63000011444092,0,0.230000004172325,0.529999971389771,4.86999988555908,0,3,14,311,638,2201,2.53319743848124e-07,0
4319703577,2016-04-06,10946,7.34999990463257,7.34999990463257,0,0.540000021457672,2.08999991416931,4.71999979019165,0,8,51,308,569,2341,1.78813937878886e-07,0
